Red,Green,Blue,r1,r2,r3,r4,kelas
60.41358024691356,92.94367283950618,95.75925925925924,4.0,38.0,20.0,29.0,0
71.27978883861236,113.74509803921566,115.58220211161385,26.0,19.0,14.0,17.0,0
75.80476190476189,111.90238095238097,116.21785714285718,5.0,37.0,15.0,22.0,0
64.32460447354065,86.98799781778506,90.0103655210038,30.0,19.0,18.0,16.0,0
70.89980224126566,92.50823994726437,93.58668424522085,26.0,17.0,16.0,21.0,0
91.29705882352941,117.67990196078426,119.1514705882353,15.0,29.0,27.0,28.0,0
93.84003496503496,124.28234265734262,128.72290209790214,6.0,34.0,15.0,24.0,0
101.72695035460995,125.5418439716312,126.46737588652479,9.0,27.0,34.0,30.0,0
84.40863787375415,116.19435215946845,115.05232558139537,9.0,34.0,20.0,19.0,0
81.67124183006534,113.06535947712416,115.94313725490196,14.0,30.0,22.0,19.0,0
71.84375000000001,110.83108108108107,113.66638513513516,25.0,18.0,29.0,13.0,0
88.828125,130.1,136.4171875,28.0,17.0,13.0,12.0,0
88.77588383838385,119.95391414141413,124.07386363636364,14.0,29.0,24.0,19.0,0
78.73060941828254,104.43074792243765,103.87465373961216,23.0,20.0,16.0,21.0,0
97.43474903474902,128.73127413127415,128.9366795366795,19.0,15.0,23.0,19.0,0
79.95661157024796,105.94146005509641,108.02548209366391,12.0,26.0,20.0,26.0,0
92.67026578073087,119.24086378737542,114.76661129568107,6.0,27.0,17.0,30.0,0
65.34399224806201,91.05232558139537,91.80910852713178,7.0,32.0,18.0,23.0,0
60.257440476190474,89.65922619047619,88.78720238095238,12.0,24.0,17.0,25.0,0
87.66753246753247,119.69415584415583,118.90844155844152,15.0,26.0,23.0,23.0,0
89.78178368121443,122.66888045540794,122.95351043643262,14.0,20.0,16.0,21.0,0
82.99428571428572,112.41968253968255,111.15682539682538,14.0,28.0,18.0,27.0,0
88.97300944669367,120.71187584345479,118.39811066126856,23.0,18.0,17.0,23.0,0
89.48472222222222,121.11388888888891,118.7909722222222,19.0,25.0,17.0,18.0,0
77.27687074829933,101.63537414965988,102.93605442176872,10.0,34.0,19.0,25.0,0
85.9069597069597,115.74945054945056,121.1699633699634,10.0,18.0,33.0,15.0,0
61.99257759784076,98.58771929824563,99.89608636977057,25.0,21.0,30.0,20.0,0
78.6102564102564,108.78034188034188,107.55555555555556,14.0,30.0,17.0,28.0,0
81.02004811547712,115.43785084202081,113.52927024859663,8.0,30.0,17.0,26.0,0
80.19714285714288,113.3007142857143,111.66,26.0,16.0,33.0,20.0,0
81.24193548387099,115.13253856942494,113.94039270687236,10.0,34.0,24.0,19.0,0
80.45069444444444,110.57847222222225,108.13958333333333,25.0,13.0,16.0,24.0,0
54.886829268292686,85.50536585365855,84.06731707317074,9.0,33.0,13.0,17.0,0
86.87751937984497,123.08217054263567,117.5751937984496,12.0,30.0,32.0,22.0,0
71.58333333333333,99.46333333333332,97.9711111111111,10.0,25.0,27.0,19.0,0
76.03703703703704,99.18703703703704,95.47500000000002,3.0,33.0,13.0,27.0,0
73.05928571428572,108.01571428571431,109.40714285714287,18.0,24.0,34.0,21.0,0
74.54844444444444,100.54400000000003,100.31555555555558,4.0,33.0,17.0,29.0,0
97.21544117647059,128.62132352941177,125.52352941176471,15.0,23.0,18.0,24.0,0
69.36868686868688,107.73448773448776,110.27344877344879,30.0,15.0,13.0,16.0,0
83.78737745098037,116.92585784313724,118.91973039215686,11.0,32.0,21.0,27.0,0
74.64825581395348,108.71220930232558,109.29869186046511,11.0,27.0,18.0,27.0,0
61.98880275624463,97.68217054263565,101.79672695951763,9.0,35.0,18.0,19.0,0
90.53371710526316,131.30509868421052,131.3610197368421,17.0,26.0,17.0,19.0,0
82.37375886524822,112.05460992907801,115.74468085106383,10.0,38.0,20.0,21.0,0
77.15718157181574,105.3150406504065,108.64092140921412,26.0,18.0,16.0,15.0,0
89.9952793076318,126.46498819826908,129.53186467348544,29.0,12.0,13.0,16.0,0
87.2588383838384,119.52777777777777,121.11237373737376,18.0,32.0,19.0,33.0,0
68.81452991452991,99.74017094017096,94.85726495726496,7.0,37.0,17.0,19.0,0
87.59330484330482,118.04273504273505,113.9074074074074,17.0,25.0,15.0,23.0,0
90.3639751552795,114.46956521739129,126.57577639751551,12.0,28.0,25.0,25.0,1
90.91176470588235,129.0459110473458,132.63629842180777,19.0,27.0,16.0,19.0,1
107.66968641114978,141.64947735191637,149.63554006968644,26.0,19.0,16.0,16.0,1
113.67291666666665,148.27430555555554,156.36666666666667,26.0,21.0,16.0,15.0,1
79.50335946248605,114.1332586786114,120.95240761478163,18.0,31.0,21.0,24.0,1
83.18976799524096,115.930993456276,121.74419988102316,22.0,25.0,20.0,20.0,1
78.72812499999998,109.78333333333335,116.33177083333335,19.0,30.0,19.0,42.0,1
100.65544675642595,138.02203182374544,144.5532435740514,20.0,27.0,19.0,19.0,1
98.8513719512195,136.4717987804878,143.54115853658536,14.0,29.0,18.0,19.0,1
75.70679012345677,115.12469135802468,122.96049382716046,30.0,17.0,16.0,16.0,1
80.1789297658863,116.67725752508356,120.02006688963213,29.0,19.0,18.0,21.0,1
96.43873517786562,133.38471673254287,138.8524374176548,13.0,34.0,21.0,21.0,1
94.33400809716599,134.89541160593794,140.07894736842104,22.0,23.0,18.0,18.0,1
90.15543735224587,127.06796690307328,136.47754137115837,14.0,32.0,23.0,23.0,1
79.70174418604655,110.4279069767442,116.7302325581396,18.0,24.0,24.0,21.0,1
75.59237536656889,112.73093841642226,122.42888563049858,12.0,34.0,19.0,32.0,1
103.37728937728939,139.85347985347988,145.47985347985346,24.0,20.0,16.0,16.0,1
103.87270501835984,138.9155446756426,144.29375764993884,26.0,19.0,18.0,21.0,1
109.30056980056982,146.8774928774929,153.17236467236467,26.0,21.0,14.0,17.0,1
81.93310657596369,104.94501133786846,116.50453514739229,22.0,22.0,22.0,22.0,1
81.40305522914221,103.68390129259694,114.42185663924795,15.0,30.0,24.0,21.0,1
95.43068035943517,117.47047496790756,127.28818998716308,19.0,24.0,21.0,18.0,1
92.50000000000001,118.13456937799043,129.02571770334924,17.0,25.0,23.0,23.0,1
93.92934782608693,126.96739130434784,137.82065217391306,28.0,20.0,19.0,22.0,1
100.09132161089053,135.07941009642653,140.0096426545661,25.0,24.0,17.0,21.0,1
87.5051975051975,117.15523215523216,127.21898821898827,20.0,23.0,18.0,19.0,1
112.93714644877434,143.08045254556882,150.79824010056566,18.0,28.0,17.0,20.0,1
97.23063973063972,136.21296296296296,142.15993265993268,7.0,35.0,16.0,24.0,1
108.53306878306879,151.35515873015873,156.34523809523807,28.0,17.0,15.0,18.0,1
84.46790540540542,118.74887387387389,125.12049549549552,17.0,34.0,21.0,21.0,1
78.41863139735483,118.79585968947671,127.89994249568716,15.0,34.0,21.0,38.0,1
96.27901234567902,136.74259259259256,144.92654320987654,18.0,32.0,19.0,19.0,1
93.65005599104146,128.1478163493841,136.03359462486003,16.0,32.0,24.0,21.0,1
103.9469696969697,144.31755050505052,150.32575757575762,16.0,30.0,19.0,37.0,1
83.31293706293708,117.17132867132868,125.10023310023313,17.0,27.0,24.0,40.0,1
88.20526315789472,125.56666666666668,134.3538011695907,29.0,19.0,38.0,16.0,1
101.6126126126126,138.47331947331946,144.8392238392238,24.0,20.0,33.0,19.0,1
105.41183574879227,140.4704106280193,148.27898550724632,17.0,32.0,20.0,20.0,1
105.06177606177607,136.84749034749038,143.6698841698842,18.0,24.0,19.0,23.0,1
89.07426900584794,119.34152046783623,127.85204678362568,18.0,27.0,21.0,21.0,1
96.46567505720823,125.04519450800917,133.36441647597255,15.0,29.0,25.0,21.0,1
107.58333333333331,142.23809523809524,151.2869674185464,27.0,21.0,16.0,16.0,1
100.28571428571429,136.66666666666666,148.9657738095238,14.0,30.0,17.0,19.0,1
105.0982142857143,138.0910714285714,148.3934523809523,25.0,22.0,18.0,17.0,1
76.18416090509115,113.60653676932749,125.7586423632935,28.0,17.0,16.0,19.0,1
88.63900634249471,120.30602536997888,128.72410147991542,23.0,24.0,21.0,21.0,1
78.50671487603304,111.1095041322314,122.18904958677686,22.0,25.0,24.0,20.0,1
104.18323952470294,137.9631019387117,146.51031894934331,24.0,19.0,18.0,21.0,1
86.40069686411151,117.4274099883856,126.20963995354239,24.0,23.0,18.0,21.0,1
76.30425531914894,112.97801418439714,120.96382978723403,12.0,38.0,18.0,19.0,1
